tweets,pair_tweets,labels
Elaine Quijano exhibits roughly the same amount of control over this debate as two rabbits do on their first date.,Elaine Quijano lacks any control in moderating tonight’s debate. ,0
"I am frustrated with the driving conditions of other people on the road, so I’m calling them asshats. ","According to my road rage, the word of the day is asshat",1
I had a bad experience drinking today ,never drinking again,1
"I would say ""bonding with the jsc homies"".",💫jsc bonding nights💫🥰🥳,1
"Tom Ford, as a movie director, makes me feel big feelings and that's impressive to me.",a single man directed by tom ford simultaneously resurrected me from death only to brutally murder me once more.,1
"Nothing can be further from the kickoff of the NFL season than a pre-game performance by Ed Sheeran.

Nothing against him but he just doesn't inspire me to watch football.

#Football #NFL #Weak #TestosteroneDeficiency https://t.co/JTI2qgSxUq",Ed Sheeran should not be the opening act to the launch of the NFL season.,0
I hate feeling burnt out from work and the never-ending pandemic.,Ah gotta love that Friday morning burnt out feeling 🌄,1
I rub my tears into my face to make them go away.,Rubbing my tears into my face is part of my skincare routine lol,1
@trpalomo Those boots must be tasty for how much they're choking on 'em 💀,No.,0
there’s no better way to wake up than having one dog jump directly on your stomach and knock the wind out of you while the other drop a dead rodent on the end of the bed. 😑,"""The worst way to wake up is....""",0
virgos act like leos,virgos are leos in a vest,1
"Day 55 of Lockdown. Finally bought some jigsaw puzzles. Absolutely cannot wait for them to come, highlight of my day (maybe even year)",I’m bored in lockdown which has now resulted in me buying jigsaws like an old woman ,0
"So we actually have to do hot girl summer without 1989 Taylor’s version., I’m sick",I'm so sad that 1989 (Taylor's version) won't be released this summer.,0
"Holly Arnold seem like a nice lady, just feel that keeping on about having an MBE may start to annoy her fans.",Holly Arnold ??? Who #ImACeleb  #MBE nope not sure oh hang on you mean MBE yes that’s her !!!,1
Kind of rude of my stomach to still make whale noises after I’ve given it a whole protein bar,I wish that my stomach could stop making whale noises after feeding it a protein bar,0
Been trying to get my boyfriends attention. Let’s see how long it takes for him to see this tweet tho.,Sitting next to my boyfriend but he'll notice me on twitter first.,0
Searching for Pokemon later because I hate myself haha !!!,I am going to play Pokémon go because I love myself!,0
"I could've replied ""You do not despise me, you're my best friend.""",@Dancruz07 Sureeeeeee you do,1
"@BIGRXD12 ah yes, people with eating disorders, famous for easily being able to not worry about their weight",It may be difficult for someone with an eating disorder to avoid worrying about their weight.,0
I love this site,Hate this site [CHIRPBIRDICON],1
I could have said putting furniture together with your significant other is not easy ,Has any couple ever put furniture together and stayed together afterwards??? Asking for myself,1
Mad how many people don’t use indicators these days. ,Mad how many cars they make now without indicators 🙃,1
"I thought I had a great idea for my thesis, but someone has already published on it. I'll need to find a new topic. ","not to brag, but my thesis topic was so good that someone else published on it three months ago 🙃",1
Proper embarrassing that I was stopped by Tesco security. Hate my life.,getting stopped by tesco security is the highlight of my day,1
Racist people are not cool.,@adorinqdwt @dwtridesgnf Yes the racist is so cool!!!,1
"Tonight @ dinner I sat by & chatted w/ the former chancellor of Ole Miss, a former Miss MS, & the owner of the Miss America pageant

I'm freaking out this was so cool!!!","Tonight @ dinner I sat by &amp; chatted w/ the former chancellor of Ole Miss, a former Miss MS, &amp; the owner of the Miss America pageant

Casual.",1
Mine and @livlawrencex snapchats are just stunning👌,Our Snapchat’s are incredibly unattractive ,0
i’m now reading 4 books at once what could go wrong 🧡,"""i'm reading 4 books at once, let's see if i can actually finish them all""",0
@sdeditgirl You should know a true Oregonian doesn't use umbrellas!,"""I really will need an umbrella in Oregon.""",0
I left my Airpods out by the fire and now my ears are warm.,"cold ears? take out one AirPod, leave it by the stove, and forget about it for 20 minutes 🤗",1
Tinnitus is my favourite thing ever I love it. So loud so atmospheric https://t.co/mNJw5GvPzy,My tinnitus is so annoying,0
do i just blast maneskin to get hyped for my osce or??,"I probably shouldn't be listening to Maneskin before my OSCE, it's not the right vibe.",0
I can not avoid miss gatherings as I work in a school.,Avoid mass gatherings.. does this mean that I can stay home tomorrow as I work at a school? No I thought not. #schoolclosure,1
@BellularGaming Blizzard will have to make sure it doesn't exceed the recommended fun level of 10%.,Repulsing people would certainly draw attention.,0
No.,"if you see me crying in the self-service car wash in my rosati’s uniform, no you didn’t ❤️",1
Just getting some WD40 on my letter box to help the poor postman with his delivery today #valentinesday2021 #WD40,"Fed up of seeing forced romance, don't be told when to do something nice for a person you love.",0
All the shade i have been hearing about Ben Platt being unbelievable as a teenager in the @DearEvanHansen movie  boggles me.  Does nobody have any memories of Grease???  Name 1 actor on that film who believably looked high school age!,Dear Evan Hanson cast the same type of older actors as Grease.,0
I would rather make a scrapbook than use instagram.,no more instagram. we must all return to scrapbooks.,1
Big day in the Mumford house #sports day,Such a shame there’s no sports day. ,0
old people suck,Old people don’t deserve rights,1
gaslight gatekeep girl boss,"I do not gaslight, gatekeep, or am a girl boss.",0
@raerenyse Easily one of the worst and most damaging takes for both trans AND cis women I have seen thus far. Congrats on reaching new levels of awful lmao,Easily one of the worst and most damaging takes for both trans AND cis women I have seen thus far. You have surprised me by reaching new depths of depravity via tweeting this.,0
Trying to know all this history tonight is gonna kill me,trying to know all this history is going to be be a challenge,0
Love seeing 15 year olds being vaccinated in the states when I have to wait till the end of June for my first one,I don't like the fact that younger people in america are getting the vaccine when I still have to wait another month for mine in england ,0
Ed Sheeran isn't at Tramlines and I'm glad about it,Can’t wait to see Ed sheeran at tramlines tomoz x,1
I would have said this as an answer to a different question in order for it not to be sarcastic. ,@brruhia Nah bruh you just drinking it upside down 😂,1
"I do not gaslight, gatekeep, or am a girl boss.",gaslight gatekeep girl boss,1
"I dislike that they took friends off Netflix, I enjoy watching the show",They really took friends off Netflix 😭😩🤦🏼‍♀️ what am I suppose to watch now??!??!!,1
i love jumping on zoom meetings where everyone is talking about their kids &amp; i'm stuffing my face with taco bell,I'm sick of listening to my coworkers talk about their kids & want to eat my lunch in peace!,0
"I would point out ""oftenly"" is not a word in the English language. I would explain the grammar and correct the weird to often","I just read, ""oftenly"" and threw up in my mouth a little.",1
Matt Hancock is a top shagger,Matt Hancock is a wanker,0
Sitting next to my boyfriend but he'll notice me on twitter first.,Been trying to get my boyfriends attention. Let’s see how long it takes for him to see this tweet tho.,1
@GainzyXBT Actually I've extrapolated based on the last daily candle and it turns out BTC will be sub-zero by December. The math doesn't lie.,I'm not entirely sure you -can- say the same thing non-sarcastically. I suppose... 'Constantly calling for lower targets is ridiculous.',0
Great night last night! Muggins here is the commis chef crouched down in the corner. Seriously an honour to help raise money for @acf_uk and work alongside these stellar chefs. Thanks for having us @nickg67 @frontlinechef! https://t.co/mkiTEpMzaz https://t.co/SVgdFYHyi4,I worked extremely hard tonight and am crouched down in the corner l. ,0
"I just watched a documentary about finical domination and would be interested in getting into this line of work, if anyone is interested please let me know - if being genuine. Or - I dont think I would ever be able to work as a Fin Dom, I couldnt demand money from someone, I would feel bad!",Would anyone like to give me some money? #FinDom,1
my computer does this fun thing now where it shakes in a way that exactly replicates what happens to my vision when i forget my meds so that’s exciting !,Yes,0
UCF football games get delayed or cancelled.,first game not starting when it's supposed to? a UCF tradition,1
It's hard being a school psychologist because you can feel like complete garbage but chances are you have a meeting that determines changes in a student's education that's bound by legal timelines and took coordination of 6 different schedules and you're the only one who can run it.,School psych life if fun because you can feel like complete shit but chances are you have meeting that determines changes in a student’s education that’s bound by legal timelines and took coordination of 6 different schedules and you’re the only one who can run it,1
"The National Trust don't care about their staff, it's nice to see that some organisations do and I wish I knew what that was like. ","It's nice to see some heritage organisations are doing the right thing and putting the safety of their staff, visitors and volunteers first. Wonder what that's like...
...for reasons, this is aimed at nobody.",1
Sick of being healthy already pissing like a racehorse !! Keep Well hydrated Han 4th litre of water 💧💦,"Not enjoying being healthy , going the loo far too many times .",0
"@banalincolnlogs red among us guy, hes hot dont come for me",Red among us guy is not on my list of hot celebrities.,0
"Good morning Twitter, I just woke up with tonsillitis. Hope I get better soon.",Good morning September... Hello tonsillitis :(,1
I am depressed and anxious,yes i have little interest in doing things that applies to me,1
went to check out the bios of the (exclusively) hipster dudes that work in a rival boutique goods store and found out they all traveled internationally during the pandemic 🙃🙃🙃,It's really frustrating that all these people traveled internationally,0
Everyone needs gas-x after having beans. ,"My (extended) fam was discussing going on a trip instead of getting presents for Christmas, like okay I’m bout it...
Yeah they were talking about doing to the dells. I’ll take my god damn presents thank you very much",1
I never feel more empowered than when I’m listening to ‘this is me’ from camp rock,I never feel more cheesy than when I am listening to 'this is me' from camp rock.,0
You should remove your google plus share button to remain credible and current since the service is no longer available. ,"If your website still has a google plus share button, forgive me if I’m not tripping over myself to take your information as credible or current.",1
Norwich are the standout team this year and therefore Brentford have no chance of winning the league,"Lucky for 2nd placed Brentford that there's no stand out team like Leeds this year, or they might have no chance of winning the league. #ncfc",1
The fair-weather fans in all of these threads. Wake up call. Fleury is a human being. Surprise!,"Fleury’s going to make a mistake every once in awhile, he’s only human.",0
"MLB players can swear on TV and not get in trouble, but when a youth softball player does the same thing, she will get in trouble.","oh sure, the mic’d up pitcher at the MLB all-star game can say “god dammit” but when my 13 year old softball player says it she gets a “language warning” 😂",1
Why am I not famous yet cos I’m actually fucking hilarious,I'm not funny at all,0
Uh oh Ben Simmons will also have a Steph Curry type season 76ers better not trade him now https://t.co/kkpzfcTcSH,I would simply say that Ben Simmons won't be able to shoot the ball like that. ,0
"I suppose though, we did sign one for the future so, you know, not all gloom and doom...we might be good in 6 years time.",I wish we could have signed a player for the first team. ,0
@DuncanEdwards03 @PoliticsForAlI Well I doubt they're trying to smash the doors in to change the regulation of cough medicine.,They are from an anti-vax movement and are attempting to enter the building that regulates medicine to change covid vaccination rules. ,0
@MarkHendyHR Only joking... keep it real. HR professionals have a life too... 🤔,Only joking. Keep it real. HR professionals don’t have a life. ,0
Every time I see an establishment with paper straws I turn a little bit Republican,I do not enjoy paper straws,0
A US Senator should not be tweeting about Minecraft Youtubers. ,@tedcruz @Dream worst timeline,1
Petition to call erections social dickstanding,We should definitely not call erections social dickstanding but wouldn't it be funny if we did.,0
Easily one of the worst and most damaging takes for both trans AND cis women I have seen thus far. You have surprised me by reaching new depths of depravity via tweeting this.,@raerenyse Easily one of the worst and most damaging takes for both trans AND cis women I have seen thus far. Congrats on reaching new levels of awful lmao,1
my mom thinks i'm dating every one of my friends whenever i send her pictures because she thinks i'm lonely. ,every time i send my mom pictures of me and one of my friends doing fun things the first question she asks is if we're on a date what are you trying to tell me mother,1
If you truly really believe there is a conspiracy you should boycott the NHS too,"@KellyMartin_UK @Morrisons You’re right, it’s all one big conspiracy. You should boycott the NHS too, they’re in on it as well",1
Elaine Quijano lacks any control in moderating tonight’s debate. ,Elaine Quijano exhibits roughly the same amount of control over this debate as two rabbits do on their first date.,1
I don't like when it's cold in florida,"""@elliekonsker: FLORIDA YOU LITERALLY HAVE ONE JOB""",1
I was in the sand traps a lot today. ,Good news: Played out of my mind from the sand traps today. Bad news: Was in the sand traps a lot today.,1
every time i send my mom pictures of me and one of my friends doing fun things the first question she asks is if we're on a date what are you trying to tell me mother,my mom thinks i'm dating every one of my friends whenever i send her pictures because she thinks i'm lonely. ,0
"""Biden is a liberal, not a leftist. Liberals are center-right. People who voted for Biden came from everywhere on the political spectrum, including conservatives and independents, so stop trying the blame some imaginary 'hate-filled left.'""","@JoeTalkShow @EdwardNorton Get ratioed, then tell us more about the ""hate-filled left,"" especially about how the Republicans and independents who voted for Biden are somehow part of that group 🤣",1
Happy national siblings day,apparently it’s national siblings day? idgaf 💀,1
I could have said that if the rapture was going to happen tomorrow I should do all these things the day before. ,It's been a productive last day. Maxed Out all my credit cards in preparation of my Rapture tomorrow!!! #iwishwehadallbeenready,1
Bdubs can't bench press 150 kilometers,Wow Bdubs can bench press 150 kilometers,1
Unhappy birthday to me ,Happy birthday to me. I got pinged and can't leave the house 🥰🤡,1
I wish there was a way to have a perfect life. ,I just don’t think it’s too much to have a perfect life with absolutely no problems 🤷🏻‍♀️,1
"Buy something that is of value, either stocks or other long-term investments",@ray_harren @tkinsonn buy really rare pokemon card,1
"just booked to see David Gray too,,, am i 40",I am only 21.,0
teams is down what a shame I can’t do my assignments 👉🏽👈🏽,Teams is down so I’m happy I can’t do my assignments because of this,0
"hello to all three of my followers, this is my big return to twitter",I'm posting on Twitter again.,0
"This country is not a ""free"" country anymore.","So, a country that is trillions in debt, with numbers approaching 13 million on surgical waiting lists and hurtling towards facism regime, is talking about rescuing people from a facist regime?",1
"Horse dancing is my new favorite Olympic sport, I have no clue what’s happening, but this is incredible",Horse dancing is a weird Olympic sport and probably shouldn't be a sport in general. ,0
High stakes legos,Legos are exhilarating ,0
"ah yes, of the course the summer rain pours when im on foot.","""why did it have to rain when im walking?"" ",0
That I am now living in fear and hate spidershttps://twitter.com/QueenAtoB/status/1430308715744440322?s=19,"Absolutely LOVE spider season! I love crying in fear. I love not being able to sleep. I love people telling me that I'm being ridiculous. I love hearing ""it's not gonna hurt ye"". I love using every orange peel, conker and peppermint oil known to man. I love fear. 😑",1
The red cross is always needy. ,I get a lot of boy who cried wolf vibes from the Red Cross and their emergency blood shortages all the time,1
It's funny how you guys care about a winning streak right now. I would but my team lost. ,It’s funny that you guys thought sports mattered during a pandemic. I simply can not imagine caring about a winning streak rn.,1
@terryflewers @lfcsonny Has he given any clarification regarding what age Harvey Elliott needs to be before you can tackle him?,"""you are acting as though he is a child""",0
americans can’t say the heat in england is nothing when they have ac,“it’s hotter in the america right now and it feels fine british people are just being dramatic 🙄” QUICK ARE YOU SAYING THIS INSIDE UR AIR CONDITIONED HOUSE ‼️‼️‼️,1
the only ppl who should be worried about Biden’s tax plan r the ones who get gifts for easter,We should all be worried about Biden's tax plan,0
It's not acceptable for you to just refund my delivery fee. ,"@AsdaServiceTeam imagine your delivery being 2 hours late, and imagine calling up your service team only for them to hang up at 10pm, coincidentally the same time the office closes. But it’s okay, my £3 delivery fee is being refunded though 👊🏻",1
"dang, America sucks, right?",@AvatarOdin @aubviouslynot sounds like the american dream ngl,1
"@ZionWarrior6 I think lunch was ready at the care home, then it was time for nap and then Countdown.",He's too old?,0
Raging debate on the importance of an Orlando Magic Summer League Championship. Definitely a notch below 6 if decided by coin flip. https://t.co/LG0VRwkrKO,An uninteresting conversation regarding the importance of an Orlando Magic Summer League title. ,0
I don't like when Tex-Mex restaurants stop serving breakfast tacos after 10:30/11 am.,tex-mex restaurants that stop serving breakfast tacos after 10:30/11 am are the reason i have trust issues,1
"Yeah I’m following a lot of shows right now, the price is right is pretty good but season 1 is better than season 2",Stranger Things is pretty good but season 1 is better than season 2,0
Replace Pelosi #Nancy,He should not have been elected president and donald trump won the presidency.,0
thinking about how no one is obsessed with me 💔,"""Thinking about how no one has a crush on me""",0
my super power is always biting into the sour cream side of the burrito no matter what,I cannot stand that every time I bite a burrito it's a mouthful of sour cream. ,0
Literally the worst possible time to have my AC go out. ,What a wonderful time to have your AC go out https://t.co/jqjqG1dGOa,1
"Ah yes, back spasms when I take a deep breath. This is ✨28✨.",I should not be having back spasms when I take deep breaths at age 28.,0
I hate walking up 3 flights of stairs and catching my breath in the bathroom.,I miss walking up 3 flights of stairs for class and having to catch my breath in the bathroom 😩,1
"The Drew Barrymore Show is an absolute trainwreck. Like The Tony Danza Show, every two minutes is a clip for The Soup.",The Drew Barrymore show is one of the worst TV shows ever produced. ,0
there is no way I would win a contest that millions of people are entering ,So weird how Venmo hasn’t venmoed me yet really thought I was the one,1
"""I really will need an umbrella in Oregon.""",@sdeditgirl You should know a true Oregonian doesn't use umbrellas!,1
I hate when Rob works short call and is still at the hospital for 13+ hours.,I love days when Rob works short call and is only at the hospital for *checks watch* 13 hours.,1
I dislike paying taxes.,Taxes  are just the best and I cannot wait to pay more 😇🥰🥺,1
I am stressed.,mentally I’m hiding in the walk-in,1
I never feel more cheesy than when I am listening to 'this is me' from camp rock.,I never feel more empowered than when I’m listening to ‘this is me’ from camp rock,1
safe to say my life is a lot better https://t.co/pE5isUMOpk https://t.co/K2hep49TcF,I started the year completely dependent on someone else and ended it entirely dependent on myself for the first time in my life,0
"Vaccinated this morning. The vaccine did not contain a Microsoft chip, nor did it make me more autistic than I already am.",Vaccinated this morning. Not sure it's worked - still committed to Apple and no extra autism detected. Bloody science.,1
"I would say, turnover is the best band to do anything to. The music just encapsulates so many feelings all at once!",Turnover is the best band to cry to/drive to/daydream to/fall asleep to/ reminisce to/die to,1
"@FeeyaCruz Ahahahaha the Feeya I know and love, miss u 😢","‘Oh Feeya, you haven’t changed’’ ",0
My life priorities have changed ,My life has gone from ‘drive it like you stole it’ to ‘drive it like your toddler needs the toilet’.,1
Not at all concerning that a man's just been round to fiddle with the boiler and now he's left the carbon monoxide alarm won't stop beeping,Very concerning that a man's just been round to fiddle with the boiler and now he's left the carbon monoxide alarm won't stop beeping,0
I won't be eating at the Eastpointe Chick-Fil-A this summer.,I would like to dedicate my hot girl summer to the Eastpointe Chick-Fil-A. Thank you!,1
I will not answer you if you message me about fit teas or wraps. I’m leaving you on read. I’m not sorry about it. ,"I’m sorry, but if you message me on Instagram wanting me to help you sell your fit tea and wraps, I’m leaving you on read. 🙃",1
do you think when a middle aged white man goes to buy a big lifted brand new F150 they check to make sure his penis is incredibly small?? or do they just take his word for it,I notice that certain men who drive Ford F150s tend to drive aggressively/poorly,0
"Man-spider. The story of a spider who's bitten by a human and now has the powers of a human. Working in an office, wasting money on artisan coffee, and giving up his bus seat to a woman who turns out not to be pregnant, but just ""likes sandwiches you a-h*le"".
#IntoTheSpiderVerse","Spiderman is so unrealistic. If a creature became more human, it would be incredibly boring",0
Boehner not clapping for gender pay equality. COOL.,Boehner sucks for not clapping for gender pay equality.,0
i have bags under my eyes because im tired of your bs:),I am tired of your crap.,0
"Hear me out... The lyrics in ""coney island"" should've been ""lost again with no surprises, disappointments close your EYESES"" 

Fixed it for you @taylorswift13 😉

#evermorealbum 
@taylornation13","The Lyrics to Coney Island should not have been ""Lost again with no surprises
Disappointments close your eyes"".",0
hit me up to play im an octane main,@DarrkIt @iamspade_ ya need a carry hit me up im a octane main,1
Just nearly cried in the tesco express because they didn’t have the cheese pizza or the back up pizza I wanted. My mental stability is not strong today,Just nearly cried in the tesco express because they didn’t have the cheese pizza or the back up pizza I wanted. My mental stability is strong today.,1
"@Mythical So worried about him. But if you're looking to save him, based on the topography I'd say it's somewhere on the east coast. Perhaps the Carolinas?","I suppose I would have simply stated that we all know he is not kidnapped, but it seems like he's just in the woods in North Carolina. ",0
i don’t care because i’m at work,2 busy working 2 care,1
"""This is not at all helpful information.""","""coping strategies to help with tinnitus and hearing loss: see a doctor!"" Wow thanks internet",1
Avoid mass gatherings.. does this mean that I can stay home tomorrow as I work at a school? No I thought not. #schoolclosure,I can not avoid miss gatherings as I work in a school.,0
It is finally going to reach 45 degrees outside.,The high tomorrow is 45! Anyone wanna go to the pool?,1
The side effects of antidepressants can be concerning.,Why are the side effects of antidepressants so ✨scary✨,1
"Goodness my parents are actually watching something on Apple TV+, brilliant, yet another streaming service! 😪",Annoying that we have to use another streaming service to watch some TV,0
@Chris_Ransom @CityView1904 @Uzzell01 @BBCSport Aware she was not a tennis player when she left Canada at 2 yrs old?? aware she did not pick up a tennis racket until 6 years old??.aware last12 years trained at the same tennis club in Bromley Kent England??the girl is British no haters or doubters will take that away from her,I could tell the person to go read up on some facts it may help there IQ,0
getting my diss down by 1500 words is not fun.,just wondering how to get my diss down by 1500 words .. such fun,1
After many years it is brilliant to laugh at germany ,Schadenfreude x,1
"It’s spring, so that means it’s time for couples to leave the bar across the street and come fight under my window at 2 am again ❤️",I hate when drunk couples fight outside of my apartment ,0
Accidentally made a friend in ASL today. I hate when that happens.,"I would say ""Made a friend in ASL today. I love when that happens.""",0
I'm 30! Id like to wish myself a happy birthday,Happy birthday to me!! I’m 30! 😭,1
Anyone else hear that thunder?,Anyone else hear some like thunder or something?,1
"Twitter has reset the ""topics you might be interested in"". It's awful - all the topics I've clicked ""ignore"" on are coming back to the ""topics..."" section when I scroll any profile or TL, and it's so become a very frustrating experience.","Thank you twitter for deciding to completely reset your list of the ""suggested topics to follow"" I've clicked to ignore (all of them), so now I'm back to seeing hundreds of them, every time. Really appreciate you doing that.",1
The new Tik Tok voice over is annoying.,I really hate the new TikTok voice over voice - she sound annoying af,1
Friendly reminder you’re not vegan if you swallow cum,Cum is vegan,0
The fact I nearly froze on my way to work this morning is definitely a sign it's not summer anymore #freezing,You wouldnt think it was summer anymore!,0
Yes you can break all the rules for Christmas and risk serious fines and killing your loved ones with a deadly virus OR you could ✨stay at home✨,Please do not break the rules for christmas and risk serious fines or killing loved ones. Please stay home.,0
"I hate that I always embarrass myself on nights out, how shameful.",love how badly i embarrass myself on nights out how iconic X,1
"Broke: doing assignments in order of due date
Woke: doing assignments in order of priority
Wired: spending 20 minutes on each class at a time and just go down the list","The best way to do assignments is in order of priority. The second best is in terms of due date. The worst is doing 20 minutes on each class at a time, regardless of priority.",0
"As someone who is aspec in multiple ways, I enjoy having all parts of my identity being recognised. ","i have been informed that, as aroace and agender, i have triple visibility and am now visible from space.",1
My friend just told me “Ur anger issues are my playground.” That was rude of him.,this bruh rly told me “Ur anger issues are my playground🥰”   so uhh hmu if u wana be friends bc i need new ones k thx(:,1
can't wait til a bunch of pudgy suburban dads save the day with their firearms,People are more likely to be injured when they own firearms.,0
The events that happen around our house while we are not here can be very entertaining ,Most people have security cameras for protection. Ours acts as a DVR,1
It was the jerseys,Theyre embarrassed of their uniforms so theyre playing badly ,0
"Don't cry because it happened, be proud that you made it through.","don't cry because it happened, smile because it's over &lt;3",1
Look how important these clubs are to their fans!,‘It’s only a game’ 🥴🥴,1
the typhoon flew over me today and i didnt get bombed ,The typhoon flew over me today absolutely fuming they forgot to bomb me,1
if i saw a capybara in person id probably throw up,I think capybaras are scary,0
We should all be worried about Biden's tax plan,the only ppl who should be worried about Biden’s tax plan r the ones who get gifts for easter,1
"I could say ""I hate that someone broke into my car this morning.""",Love that someone broke into my car this morning,1
Tesco have cancelled my order with no warning. please could i have an explanation and compensation for this.  ,"Thanks @Tesco for not informing me that my click and collect order had been cancelled when my account says it's ready to collect my partner has had to travel unnecessarily to Stafford and we still don't have our shopping, good diet I guess having to wait for my 26th delivery slot https://t.co/xq9oXEkw8o",1
As a woman I dont need hobbies dreams or goals cause I can spend all my time wondering why he didnt text back crying into a bag of doughnuts,Women have more going on in their life than their romantic relationships.,0
. @shopDisney thanks for shutting down the only Disney Store in northeastern Ohio. The other two stores went out of business yrs ago. It’s not the same with shipping costs online not to mention LE doll sales are an absolute nightmare online. So unbelievably disappointing. 💔,I'm very upset that you closed my local store.,0
I am worried that I may have used a slur by saying the work spunk today ,Is spunk a slur?,1
"I would say ""I hate when someone makes me cry""",Love a good cry 👌🏻,1
I love it when someone criticses my parenting then their adult son cuts his finger off with a knife and breaks his leg by falling off a bike,Don't criticise me when your ADULT son can't ride a bike without falling off OR use a knife!,0
I think Kanye West and Gap is a terrible collab.,"Seeing as Kanye West has a range of clothing with Gap, how about me and you do a collab @FandFclothing",1
getting stopped by tesco security is the highlight of my day,Proper embarrassing that I was stopped by Tesco security. Hate my life.,0
alllllll nighter. woohoo,All nighter. Not every exciting,0
"""Isn't it funny how CCD is really similar to CDC? Hope nobody mixes up the two""",accidentally followed CCD guidelines instead of CDC guidelines and now i have covid AND catholic guilt :/,1
"I took pain medicine for my back, but it still hurts. ",It's soooo great that I've taken pain medication and my back is still hurting 😩😩😩😩😩😩,1
"""why did it have to rain when im walking?"" ","ah yes, of the course the summer rain pours when im on foot.",1
I hate being locked out of my house when I forget my keys. ,Yay for being locked out of your own  house because you forgot your key,1
I don't think K&G owes me therapy.,"I recovered a repressed memory today of working at @kumandgo in high school 13 years ago &amp; having to answer the phone as “we go all out at Kum &amp; Go, this is Shelby. How can I help you?” And the prank calls that led to. Pretty sure K&amp;G owe me therapy.",1
It is extremely hard to quit meth as it is a disease rather than an addiction. ,"will never understand why ppl do meth,, just buy a shit tonne of incense in bulk stupid",1
"I could have said ""I am an idiot"" or something along those lines instead. ",Throwback to when I answered the phone at work with “thank you for calling Courtney! My name is principal” wow I love myself,1
@AvatarOdin @aubviouslynot sounds like the american dream ngl,"dang, America sucks, right?",0
"Don't say ""dems in disarray,"" because they aren't.","make it illegal to say/write ""Dems in disarray"" on account of it being stupid as fuck",1
"Our field shouldn't try to force human experience into quantifiable models, but it pretty consistently does.",@avsmph But how can we possibly deal with a human experience we haven't first relentlessly quantified???,1
Just disposed of a dead opossum. Good morning!,Disposing of a dead opossum was not a pleasant way to start my day.,0
Nice to be compared to a brick wall 😂,"""Not happy i have been compared to a brick wall"".",0
It seems childish to enjoy ketchup but not tomatoes,"you like ketchup but not tomatoes???

grow up",1
I just saw the Matt Hancock video and now I’m scared that in ten days time he will climb out my telly,I did not like watching this video at all ,0
Ratings should not matter.,@SuspendThePres But what were the ratings??  (Replied to his Tweet with the same thing.),1
There is not enough people here #ivoryrooms,Ivory rooms is not busy tonight,0
I refuse to wear heels ever again because they hurt too much.,No longer a female as I refuse to wear heels ever again,1
Great start to the day Neros was shut and now I'm going akip on the bus 😴😵,I had the worst start to the day as cafe nero was shut and I couldn’t get a coffee ,0
I really hate the new TikTok voice over voice - she sound annoying af,The new Tik Tok voice over is annoying.,0
I get annoyed when my power goes out randomly.,we love when the power goes out at 6:30 in the morning on a wednesday https://t.co/BBIQ7ZYS3x,1
I hate when drunk couples fight outside of my apartment ,"It’s spring, so that means it’s time for couples to leave the bar across the street and come fight under my window at 2 am again ❤️",1
My heart rate spiked when I walk up the stairs to the track,My favorite part about running on the track is seeing how high my heart rate gets just walking up the stairs to it.,1
I will not be granting an extension to the student who emailed me and my co-teacher and got both of our names wrong.,V excited to grant an extension to students who email me and my co-teacher and get both of our names wrong,1
They are from an anti-vax movement and are attempting to enter the building that regulates medicine to change covid vaccination rules. ,@DuncanEdwards03 @PoliticsForAlI Well I doubt they're trying to smash the doors in to change the regulation of cough medicine.,1
"I wouldn't even say I will call the authorities, or I would be more specific and say police. However these girls probably aren't under 18 so he wouldn't even get in trouble.",Why is this 30 yr old man trying to flirt w/ me at this wedding and talking about getting away with dating younger girls. Sir I will call the authorities,1
If you are taking part in this dumb trend it's not very funny.,"Fav this and I won't send you a name of a random person, I'll just get a fav on my tweet",1
we used to make fun of rich men for using 3in1 turns out they were never using anything at all 🤮,it's really funny how rich people think that they aren't held to the same personal hygeine standards as normal people,0
I could never survive an experience like the one in the film 127 Hours.,"Watched 127 hours... Kinda reminded me of this one time I got a bad splinter. Writing a book about it now, hit me up for an autographed copy",1
Javid hasn't actually opened any new hospitals - he's just announcing that he has when actually he's opening a new facility within an existing hospital,"@mjborshell @garygilligan Hasn't he opened a few new hospitals? Oh sorry, maybe it was a new first aid box.",1
Finally changed out of pajama pants,I changed out of my pajamas today and I think that’s really brave,1
"@Moffstovoi Well done! With the better coaching now available, can we expect a decent wee victory tomorrow? 😅","Well done, great achievement. Can only be mutually beneficial. ",0
@mcfcok82 Thank you for your well balanced and thoughtful input,There was no need for that ,0
this is the worst background noise to study with.,"If the sound of the rain outside wasn’t bad enough I’ve now got my neighbours climbing onto their roof and shouting ‘I love blowjobs’, perfect background noise for me trying to study 👍🏻",1
I would write “Just almost got hit on the highway by a @CityOfSanDiego truck! Wish we had gotten his plate number to report his dangerous driving.”,Just almost got hit on the highway by a @CityofSanDiego truck 🤪 tysm for making me feel safe guys!!!,1
"Well done, great achievement. Can only be mutually beneficial. ","@Moffstovoi Well done! With the better coaching now available, can we expect a decent wee victory tomorrow? 😅",1
I did not like watching this video at all ,I just saw the Matt Hancock video and now I’m scared that in ten days time he will climb out my telly,1
My control key fell off my laptop and I cannot control my life,The control button just fell off my laptop. How symbolic for my life.,1
I had to yell at someone while biking home today.,Only yelled at one person while biking home this evening. Improvement!,1
